Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw
96,-0.023,0.019,-0.098,-1.507,-0.03,-2.501
113.9,0.004,-0.028,-0.027,-1.574,0.045,0.323
130.2,0.016,0.002,-0.022,-1.591,0.024,2.721
90.7,0.026,-0.088,0.012,-1.524,0.064,-0.106
103.2,-0.031,-0.003,0.011,-1.531,0,0.06
90.3,0.002,-0.012,-0.01,-1.586,-0.006,-0.019
89.2,-0.041,0.017,-0.005,-1.513,0.026,0.49
76.7,-0.015,0.011,0.012,-1.575,-0.048,-1.337
89.6,0.017,0.011,-0.004,-1.596,0.039,0.653
101.3,-0.019,-0.024,-0.007,-1.589,-0.043,-3.12
106.7,-0.025,-0.02,-0.02,-1.58,0.041,-1.502
80,-0.014,0.022,-0.02,-1.583,-0.018,2.997
73.2,-0.051,0.021,-0.102,-1.485,0.004,0.21
103.8,-0.023,0.005,0,-1.534,-0.017,0.064
93.2,-0.003,0.031,-0.002,-1.526,-0.118,2.155
100.1,-0.009,0.019,-0.02,-1.596,0.011,0.207
114.5,-0.045,0.031,-0.011,-1.58,-0.012,-2.777
83,-0.029,0.103,0.058,-1.599,0.007,0.37
89.6,-0.039,0.029,-0.018,-1.51,-0.033,0.908
93,-0.085,0.015,-0.001,-1.559,-0.003,-2.95
90,-0.025,-0.008,0.017,-1.559,-0.009,1.419
86.6,-0.001,0.013,0.005,-1.512,-0.006,0.852
80.4,-0.039,-0.079,-0.001,-1.505,0.049,3.121
91.5,-0.003,0.006,-0.001,-1.601,0.076,0.522
51.9,0.015,0.016,-0.122,-1.618,0.225,1.486
85.6,0.001,-0.032,-0.019,-1.566,0.03,-0.991
98.8,-0.022,0.018,0.016,-1.558,-0.004,2.129
91.7,0.001,-0.047,-0.002,-1.567,-0.015,0.017
86.6,-0.084,-0.391,0.015,-1.519,-0.404,-0.434
84.6,-0.004,-0.004,0.004,-1.563,-0.037,-0.114
75.8,-0.005,0.014,-0.007,-1.585,0.021,-0.068
109.7,-0.02,0.013,-0.001,-1.569,-0.037,1.844
139.2,-0.082,-0.404,-0.061,-1.61,-0.348,-0.476
110.6,-0.013,-0.013,0.003,-1.608,-0.037,-1.084
112.6,-0.031,-0.013,0.006,-1.581,-0.018,0.06
81.6,-0.023,-0.013,0,-1.543,-0.043,0.876
91.7,-0.019,0.017,-0.033,-1.556,-0.059,-0.292
92.1,-0.011,0.014,-0.002,-1.559,0.003,-1.045
104.4,-0.074,0.052,-0.032,-1.55,-0.088,2.558
103.9,-0.023,0.021,-0.019,-1.537,0.003,-2.708
136.8,-0.087,0.034,-0.004,-1.55,-0.059,0.301
88.6,-0.044,-0.013,-0.007,-1.552,-0.003,0.046
94.2,-0.023,0.039,0.003,-1.574,-0.033,-2.558
83.6,0.023,0.016,0.021,-1.534,-0.018,-2.923
82.7,-0.005,0.008,0.02,-1.559,0.007,-1.296
78.9,-0.016,0.007,0.003,-1.59,0.016,-0.585
104.2,0.001,-0.002,-0.008,-1.614,-0.059,-2.8
98.2,-0.023,-0.007,0.003,-1.587,0.004,-3.06
102.3,0.006,-0.004,-0.012,-1.546,-0.071,-0.407
72.6,-0.026,0.028,-0.014,-1.553,0.043,-1.221
95.5,0.009,-0.003,-0.02,-1.557,-0.005,-0.442
100.6,0.033,0,0.032,-1.538,-0.028,-2.656
79.7,0.005,-0.012,0.021,-1.528,-0.014,-0.662
88.8,-0.001,-0.019,-0.005,-1.523,0.044,-0.752
106,0.045,0.01,0.001,-1.603,-0.037,-0.98
128.9,-0.005,-0.044,-0.051,-1.619,-0.049,-2.172
53.5,-0.027,-0.019,0.048,-1.47,-0.016,1.55
91.2,-0.045,-0.019,0.034,-1.552,-0.011,-0.061
80,-0.021,0.037,0.012,-1.525,-0.014,-1.613
88.9,-0.025,-0.014,-0.025,-1.594,-0.012,-0.124
81.5,-0.003,-0.007,-0.025,-1.562,0.01,-3.026
81.8,-0.029,-0.029,-0.006,-1.603,-0.058,-0.296
107.7,-0.008,-0.1,-0.024,-1.531,-0.048,1.148
92.5,-0.103,-0.471,-0.018,-1.548,-0.437,-0.348
84,-0.02,0.039,-0.004,-1.567,0.054,0.214
69.2,-0.03,0.008,-0.025,-1.51,-0.017,-1.401
118,0.006,-0.016,0.042,-1.537,-0.044,-2.459
84.3,-0.013,0.005,-0.009,-1.569,-0.033,1.104
101.2,0.003,-0.001,-0.014,-1.543,-0.055,-2.713
87.7,0.003,-0.003,-0.017,-1.555,-0.028,-2.769
105.7,0.016,0.023,-0.044,-1.553,0.006,3.131
90.7,-0.014,0.043,0.001,-1.517,-0.009,-0.631
98.7,-0.053,0.014,-0.033,-1.506,0.031,1.702
85.7,-0.042,-0.008,0,-1.589,0,0.334
87.3,0.037,-0.048,0.014,-1.554,0.006,-0.221
85.7,-0.009,0.002,-0.01,-1.609,-0.019,0.117
101.3,-0.013,-0.008,0.011,-1.585,-0.035,3.128
105,-0.004,-0.004,-0.01,-1.59,-0.045,-1.384
84.5,-0.01,-0.019,0.01,-1.573,-0.007,1.669
115,-0.05,-0.016,-0.004,-1.55,0.021,1.797
91.1,-0.012,-0.029,-0.007,-1.55,-0.038,-0.266
85.5,-0.003,-0.003,-0.007,-1.533,0.006,1.796
86.8,-0.111,-0.45,-0.067,-1.593,-0.442,-0.43
88.3,0.011,0.001,-0.003,-1.551,-0.02,1.674
100.8,-0.003,-0.013,0.045,-1.515,-0.005,-3.024
82.2,-0.035,-0.001,0.018,-1.559,-0.029,-0.804
71,-0.026,-0.065,0.023,-1.596,-0.1,-2.007
95,-0.016,0.039,-0.03,-1.53,-0.042,-0.505
115.1,-0.017,-0.018,0.036,-1.556,-0.011,1.871
125.6,-0.009,0.02,0.007,-1.516,-0.016,2.636
88.1,-0.089,-0.365,0.048,-1.477,-0.391,-0.385
88.7,-0.031,-0.015,-0.002,-1.553,0.064,1.583
97.3,-0.017,-0.006,0.011,-1.527,-0.055,-1.421
98.9,0,-0.053,0.036,-1.586,0.018,2.917
86,0.006,-0.015,-0.013,-1.565,-0.015,-1.573
107.1,0.006,0.029,0.033,-1.576,-0.009,-1.204
134.2,-0.002,0.007,-0.018,-1.551,0.013,2.815
86.6,-0.052,-0.006,0.006,-1.59,0.049,0.432
96.5,-0.003,-0.024,-0.011,-1.505,0.046,-1.681
84.6,-0.038,-0.027,0.019,-1.537,0.016,-3.058
82.4,-0.009,-0.017,-0.013,-1.538,-0.022,-2.977
96.8,-0.022,0.003,0.004,-1.583,-0.005,3.131
87.4,-0.02,0.006,0.008,-1.589,-0.027,1.478
101.6,-0.016,-0.019,0.017,-1.662,0.007,2.807
85.8,0.029,0.042,0.033,-1.528,0.025,0.856
118.9,-0.001,-0.012,-0.035,-1.51,0,-2.38
97.7,0.02,-0.011,0.007,-1.532,0.025,0.1
119.7,-0.019,-0.049,-0.01,-1.548,-0.008,-2.437
87.4,0.019,0.017,-0.016,-1.521,-0.002,0.156
83.1,-0.006,-0.005,0.008,-1.569,0.027,0.342
135.8,0.004,-0.007,-0.005,-1.542,0.034,0.339
134.7,0.011,-0.017,0,-1.54,-0.036,-2.454
102.2,-0.012,-0.029,0.007,-1.61,0.008,0.319
91.7,0.019,0.019,-0.008,-1.556,-0.058,-0.138
99.9,-0.043,-0.011,-0.018,-1.495,-0.006,-2.643
108.1,0.033,0.023,0.042,-1.552,0.016,1.796
58.1,0.057,0.013,-0.053,-1.598,0.297,1.319
96.8,-0.013,-0.013,-0.02,-1.53,0.016,-1.815
102.2,0.017,0.033,0.031,-1.51,-0.038,-1.978
75,-0.019,0,-0.009,-1.505,-0.005,1.374
92.6,-0.016,0.012,-0.041,-1.525,0.012,0.099
91.5,-0.007,-0.002,-0.007,-1.543,-0.016,2.815
103.2,-0.026,-0.007,-0.004,-1.55,0.006,-2.998
86.1,-0.015,-0.021,0.006,-1.538,0.013,-1.092
120.7,-0.084,-0.298,-0.119,-1.645,-0.333,-0.581
105.4,-0.047,-0.002,-0.158,-1.459,0.01,-3.068
85.9,-0.012,0.006,-0.009,-1.592,-0.005,0.321
101.2,-0.018,-0.014,-0.002,-1.523,-0.019,0.247
124,0.017,0.006,0.015,-1.595,0.006,-0.701
137.6,0.105,-0.322,-0.046,-1.56,-0.283,-0.299
78.3,0,-0.008,-0.008,-1.557,0.017,2.947
90.3,-0.142,-0.461,-0.01,-1.546,-0.431,-0.324
62.2,0.006,0.002,0.003,-1.567,0.013,-3.093
110.9,-0.02,0.023,0.002,-1.56,-0.04,0.074
89.4,-0.016,0.036,0.002,-1.587,-0.055,0.369
82.8,0.003,0.02,-0.011,-1.612,-0.029,0.218
88.1,-0.017,0.023,0.011,-1.616,-0.061,-0.183
70.4,-0.012,0.017,0.014,-1.577,-0.013,-1.464
74.7,-0.02,-0.088,-0.025,-1.574,0.05,0.372
86.5,0.02,0.006,0.007,-1.564,-0.049,1.846
84.3,0.006,-0.002,0.005,-1.557,-0.042,1.104
117.9,-0.018,0.023,-0.02,-1.582,-0.031,-3.096
106.6,0.002,0.026,0.026,-1.553,0,2.066
46.6,-0.023,0.059,-0.041,-1.573,0.189,1.605
116.6,-0.029,-0.028,-0.016,-1.554,-0.095,0.074
131.6,-0.017,-0.007,-0.008,-1.557,-0.013,0.307
84.5,0.007,-0.044,-0.012,-1.542,0.012,0.395
83.1,-0.004,0.005,0.054,-1.676,-0.007,0.058
116.6,-0.027,0.001,-0.013,-1.559,-0.154,-2.928
96.8,-0.027,0.025,-0.045,-1.538,-0.025,0.206
81.4,-0.028,-0.03,-0.012,-1.563,0.001,2.886
88.3,-0.044,-0.004,0.007,-1.555,0.05,2.013
113.3,-0.152,-0.048,-0.05,-1.566,0.053,0.513
89.9,-0.013,-0.003,-0.009,-1.553,-0.005,-1.055
107.5,-0.006,-0.01,-0.004,-1.603,-0.021,2.295
97.8,-0.009,-0.003,0.004,-1.573,0.01,0.091
75.6,-0.01,0.03,-0.01,-1.601,0.044,0.266
99.6,-0.048,0.016,0.019,-1.561,0.007,-0.657
111.2,-0.042,0.063,-0.005,-1.544,-0.034,-2.607
106.6,0.001,-0.01,-0.001,-1.588,-0.03,3.121
0,-0.049,-0.016,0.023,-1.591,0.014,0.099
87.3,0,-0.006,0.011,-1.537,0.001,-1.211
115.7,-0.028,-0.006,-0.01,-1.552,-0.02,2.669
108.9,-0.057,0.015,-0.006,-1.577,0.022,-1.239
83.6,-0.013,-0.02,-0.016,-1.504,0.03,1.395
97.1,-0.044,-0.006,-0.05,-1.549,0.016,-2.472
94.1,-0.054,-0.029,0.007,-1.508,0.027,-2.037
95.2,-0.03,-0.01,-0.017,-1.598,0.024,0.092
111.3,-0.012,-0.009,-0.029,-1.525,0.018,0.135
108.7,-0.012,-0.014,-0.013,-1.571,0.038,0.072
116.4,-0.053,-0.097,-0.022,-1.525,-0.149,-3.067
99.1,-0.006,0.006,0.002,-1.503,0,0.785
98.9,0.014,0.001,0.004,-1.566,-0.002,-2.765
101.2,-0.017,0.009,0.002,-1.579,-0.018,-2.785
82.4,-0.005,0.028,-0.007,-1.493,0.049,-0.337
91.8,-0.027,0.013,-0.006,-1.511,-0.059,-1.018
136.9,-0.019,0.005,-0.025,-1.52,0.009,-0.909
90,-0.038,-0.012,-0.026,-1.606,-0.004,-0.141
91.9,-0.022,-0.004,-0.13,-1.481,0.016,2.027
85.1,-0.013,-0.024,0.013,-1.597,-0.028,-0.01
108,-0.004,-0.007,0.014,-1.565,-0.04,-1.046
87.7,-0.109,-0.401,-0.108,-1.698,-0.441,-0.541
81.5,0.003,-0.002,0.005,-1.52,0.006,0.323
90.1,-0.002,-0.002,0.005,-1.553,-0.012,-0.251
140.3,-0.107,-0.002,-0.046,-1.51,-0.068,0.376
101.8,-0.052,-0.056,-0.014,-1.515,-0.057,-0.475
94.1,-0.028,0.02,-0.036,-1.528,-0.027,-3.134
100,-0.003,0.001,-0.005,-1.516,0.005,0.652
83.1,-0.017,-0.001,0.003,-1.605,-0.06,-0.162
93.3,-0.007,-0.017,0.003,-1.503,-0.007,1.659
91.6,-0.002,0.01,-0.005,-1.632,0.005,-0.565
78.5,-0.016,0.007,0.011,-1.571,0.016,-1.283
88,0.002,0.015,0.044,-1.551,0.003,-1.161
84.7,-0.013,0,-0.022,-1.442,0.009,-2.536
93.8,-0.003,0.001,0.008,-1.561,-0.032,0.537
82.5,-0.004,-0.001,0.005,-1.598,0.04,0.204
96.1,0.053,0.004,-0.009,-1.557,0.042,-0.647
100,-0.001,-0.009,0.001,-1.566,0.028,-3.008
140.1,0.003,-0.009,0.01,-1.546,0.012,-2.399
81.8,-0.003,0.009,-0.046,-1.543,0.04,-1.214
105.1,-0.016,0.019,-0.008,-1.55,-0.02,1.977
99.1,-0.043,-0.03,-0.057,-1.57,-0.044,0.384
81,-0.015,0.004,-0.029,-1.512,-0.009,-0.839
78,0.001,0.039,0.013,-1.513,0.029,-0.469
108,-0.017,0.005,0.048,-1.525,-0.005,-0.498
117.3,0.019,0.009,0.009,-1.547,-0.027,0.209
103,0.006,0.012,-0.005,-1.554,-0.014,-3.027
102.1,0.001,0.021,0.03,-1.593,0.01,-0.768
116.7,-0.004,-0.024,0.008,-1.557,0.053,-0.561
94.4,-0.014,0.015,-0.001,-1.529,0.026,-0.009
86.2,-0.014,0.017,-0.005,-1.542,0.006,-2.988
133.4,-0.022,0.026,0,-1.543,-0.038,0.324
105.2,-0.007,-0.016,-0.008,-1.584,0.029,-1.533
119.2,0.006,-0.004,0.022,-1.559,0.006,2.424
72,-0.007,-0.006,-0.008,-1.506,-0.038,0.052
140.5,0.081,-0.029,-0.194,-1.456,0.024,2.833
85.6,-0.005,-0.031,-0.045,-1.525,0.028,0.041
54.9,-0.01,-0.008,0.038,-1.581,-0.038,-0.414
106.1,0.001,-0.001,0.014,-1.555,0.052,-1.306
79.6,-0.023,0.008,0.019,-1.546,0.01,-0.711
84.7,-0.001,-0.004,0.026,-1.506,0,-0.33
70,-0.023,0.007,0.04,-1.558,0.005,-1.368
121.6,-0.012,-0.019,0.008,-1.579,0.004,2.71
90.7,-0.032,-0.032,0.005,-1.562,0,-2.858
83.7,0.001,-0.006,0.011,-1.536,-0.033,-0.369
93.9,-0.007,-0.014,0.029,-1.545,-0.023,-3.036
141.1,-0.042,0.02,-0.005,-1.545,0.048,-2.355
97.5,0.063,-0.019,-0.008,-1.587,0.016,-0.067
95.4,0.008,0.003,0.059,-1.49,-0.024,-1.931
102,0.039,0.005,-0.002,-1.543,-0.039,2.043
117.2,-0.003,0.054,0.02,-1.548,0,-2.449
90.4,0.032,-0.015,0.034,-1.579,-0.029,1.906
78.5,-0.021,0.007,-0.001,-1.517,-0.038,0.42
100.3,0.024,-0.012,-0.003,-1.56,0.012,-3.035
135,0.039,0.012,0.004,-1.551,0.025,0.435
102.5,0.026,0.049,-0.012,-1.541,-0.009,-1.324
88.7,-0.006,0.016,0.006,-1.612,0.034,0.579
100.7,-0.038,0.027,-0.038,-1.52,0,1.15
107,-0.011,0.017,-0.028,-1.512,-0.008,-1.709
102.5,-0.034,0.035,-0.024,-1.55,0.064,1.122
62.9,-0.018,-0.011,0.015,-1.607,0.1,-1.719
93.4,0.002,0.077,-0.003,-1.505,0.018,1.642
103,-0.024,-0.006,-0.002,-1.614,-0.036,0.256
79.6,-0.028,0.002,0,-1.535,-0.014,-0.104
95.1,-0.022,-0.054,0.012,-1.577,-0.002,0.082
109.7,0.022,0.017,-0.005,-1.572,0.035,0.09
89.2,0.01,-0.007,0.019,-1.583,0.008,0.341
94.3,-0.023,-0.035,-0.008,-1.578,-0.056,-1.415
113.5,0.002,0.021,-0.011,-1.508,-0.005,2.967
89,-0.022,0.018,-0.016,-1.577,0.034,-0.053
86.8,-0.028,-0.021,0.009,-1.527,-0.011,-2.49
97,-0.027,-0.022,-0.02,-1.6,-0.022,-0.45
131,0.004,0.003,-0.029,-1.509,-0.035,0.43
113.4,-0.057,0.025,0.005,-1.551,0.032,-1.409
83,-0.02,-0.017,-0.008,-1.574,0.026,-3.003
85.8,-0.028,-0.005,0.019,-1.559,0.023,-3.038
85,-0.018,-0.002,-0.016,-1.537,0.015,2.906
93,-0.03,0,-0.013,-1.538,-0.03,1.212
129.7,-0.053,-0.416,-0.073,-1.608,-0.344,-0.494
94.2,-0.024,-0.026,0.002,-1.521,-0.011,-3.084
114.4,0.01,-0.041,-0.028,-1.53,-0.012,2.769
61.2,-0.003,0.02,-0.015,-1.615,0.001,3.11
86.1,0.017,-0.013,0.003,-1.531,0.021,0.08
116.4,0.047,-0.033,0.026,-1.605,-0.038,0.181
83.8,-0.034,-0.011,0.004,-1.603,-0.024,-0.099
93,-0.005,-0.012,-0.005,-1.588,-0.009,-0.729
87.4,-0.008,0.009,0.025,-1.582,-0.038,-0.572
92.4,-0.022,0.025,-0.002,-1.581,0.047,1.651
98.8,-0.009,0.007,-0.035,-1.591,0,-0.44
108.7,0.057,0.029,0.017,-1.569,-0.008,1.993
93.6,0.006,0.015,-0.019,-1.494,-0.048,1.486
102.1,-0.001,-0.005,0.054,-1.593,-0.042,2.793
90.5,0.012,0.035,-0.033,-1.597,-0.052,3.073
102.6,0.015,-0.008,0.004,-1.577,-0.03,1.866
95,0.007,-0.022,-0.015,-1.56,-0.014,-2.702
90.5,-0.066,-0.378,0.05,-1.508,-0.415,-0.374
92.4,-0.018,-0.009,0.002,-1.545,-0.05,0.929
78.2,-0.006,-0.001,0.008,-1.592,-0.018,-0.755
95.7,-0.005,-0.019,-0.017,-1.521,-0.009,-2.019
102.6,-0.012,0.013,-0.013,-1.549,-0.036,1.754
95.1,-0.033,0.001,-0.008,-1.558,-0.005,-0.323
131.8,0.013,0.039,0.005,-1.57,0.004,0.38
96.1,-0.019,0.032,-0.001,-1.562,0.017,-2.467
47.9,-0.026,0.007,0.005,-1.583,0.008,3.141
86.3,-0.008,-0.012,-0.01,-1.597,-0.015,-0.183
97.8,0,0.004,-0.002,-1.565,0.005,-3.124
126.6,0.003,0.031,0.033,-1.565,0.019,0.088
89.6,0.038,0.019,0.044,-1.573,0.013,-1.84
142.3,0.07,-0.056,-0.025,-1.52,-0.079,0.374
91.9,-0.028,-0.033,0.025,-1.561,0.016,-1.84
87.5,-0.001,0.058,-0.124,-1.64,-0.005,-1.174
77.7,-0.074,-0.137,-0.011,-1.562,0.001,-0.153
104.1,-0.045,0.009,0.006,-1.511,-0.027,-1.869
97.1,-0.002,0.032,0.029,-1.583,-0.023,0.151
79.1,0.014,-0.004,-0.001,-1.553,0.002,2.965
84.2,-0.033,-0.003,-0.016,-1.517,-0.074,-1.591
88.5,0.002,0.01,-0.006,-1.517,-0.003,0.567
85.3,-0.011,-0.004,-0.007,-1.503,-0.023,0.983
117.4,0.01,0.003,0.026,-1.61,-0.018,-2.401
93.6,-0.004,-0.012,-0.015,-1.547,0.015,2.847
114.4,0.022,-0.012,-0.03,-1.588,-0.001,-0.501
113.2,0.012,0.023,-0.009,-1.531,0.043,-0.595
94,-0.023,0.012,-0.016,-1.577,0.014,0.143
85.7,-0.029,0.016,0.065,-1.598,-0.038,-0.909
118,-0.05,-0.275,-0.164,-1.699,-0.31,-0.738
111.8,-0.025,-0.01,-0.006,-1.543,0.024,-1.183
97.3,-0.003,0.026,0.006,-1.616,-0.071,-0.054
78.5,-0.034,0.006,-0.012,-1.567,0.008,-1.319
88.4,-0.026,0.007,-0.004,-1.497,-0.068,-1.38
127.2,-0.003,-0.006,0.05,-1.575,-0.072,0.322
80.7,-0.006,0.004,-0.005,-1.557,-0.021,-1.551
93.9,-0.002,-0.01,0.004,-1.545,-0.004,0.783
85.5,0.033,0.009,0.005,-1.551,-0.034,-0.296
104.8,-0.021,0.024,0.008,-1.59,-0.024,-1.397
127.1,-0.021,0,0.008,-1.509,0.016,-2.922
127.4,-0.027,-0.004,0.023,-1.554,0.029,-2.923
110.2,-0.037,0.004,-0.003,-1.536,0.025,1.883
104.5,-0.019,-0.004,0.005,-1.641,-0.001,0.241
95,0.001,0.022,-0.008,-1.585,-0.039,-2.649
81.8,-0.006,-0.004,0.041,-1.526,-0.025,1.821
104.4,-0.008,0.022,-0.021,-1.539,-0.046,-1.658
101.2,-0.015,0.034,-0.058,-1.524,-0.037,-2.737
85.6,-0.002,-0.012,0.001,-1.562,-0.013,-0.238
139.4,0.019,0.004,-0.019,-1.525,-0.025,-2.421
96.6,-0.031,0.021,0.008,-1.577,-0.013,0.17
85.3,-0.014,0.065,-0.022,-1.514,-0.099,2.677
89.2,-0.025,-0.008,0.003,-1.546,-0.035,-0.324
87.4,0.021,0.016,-0.009,-1.58,-0.032,0.871
72.7,0.005,0.032,0.005,-1.536,-0.016,-2.832
111.6,0.004,-0.015,0.01,-1.56,-0.006,2.439
86.7,-0.041,0.007,-0.009,-1.58,0.064,2.155
87.5,-0.011,0.005,-0.026,-1.6,-0.003,-0.186
67,-0.02,-0.019,-0.002,-1.598,-0.006,-0.414
130.4,-0.044,0.111,-0.029,-1.618,-0.121,-0.214
60.2,-0.054,-0.125,-0.037,-1.571,0.093,0.979
74.4,0.001,0.008,-0.001,-1.574,-0.008,-0.902
83.1,-0.035,0.093,0.017,-1.495,0.007,-0.742
94.1,-0.057,-0.025,-0.011,-1.564,-0.08,-1.249
97.4,-0.001,0.005,-0.034,-1.522,0,-1.057
74.9,-0.02,0.022,0.034,-1.642,0.021,2.876
108.1,-0.011,-0.011,-0.001,-1.584,0.022,2.462
114.9,-0.052,0.012,-0.037,-1.614,-0.094,-1.14
115.9,0.001,0.05,0.01,-1.6,-0.043,1.862
121.1,-0.035,-0.032,-0.03,-1.556,-0.011,-2.434
85.3,-0.03,-0.004,0.019,-1.576,-0.027,1.479
108,-0.017,0.012,-0.002,-1.617,-0.05,-2.829
93,-0.028,-0.018,-0.006,-1.541,-0.029,2.278
114.5,-0.008,0.024,0.009,-1.548,-0.034,-1.393
97.8,0.001,-0.004,-0.016,-1.552,0.035,-0.081
89.8,-0.015,-0.009,-0.016,-1.527,0.054,1.78
85.1,-0.027,-0.038,-0.019,-1.556,0.011,-0.011
90.7,-0.016,-0.006,-0.039,-1.531,-0.011,1.748
135.5,-0.017,0.001,-0.06,-1.581,-0.008,2.524
108.1,-0.024,0.045,-0.006,-1.568,-0.057,-1.359
118.8,-0.024,-0.023,-0.006,-1.532,0.044,1.913
81.9,-0.014,-0.019,-0.003,-1.601,0.033,0.105
95.9,-0.012,-0.005,0.001,-1.582,-0.005,3.132
103.6,0.005,-0.005,-0.395,-1.517,0.003,1.839
61,-0.013,-0.006,-0.047,-1.546,0.186,0.381
96.6,0.001,-0.014,0.004,-1.531,-0.039,-1.418
121.9,-0.026,0.03,-0.01,-1.548,0.005,-0.674
92.6,0.004,0.042,-0.017,-1.51,-0.006,-0.103
96.6,-0.01,0.026,-0.027,-1.563,-0.007,2.307
103.4,0.007,-0.002,-0.022,-1.554,-0.003,-3.006
91.2,-0.107,-0.441,-0.018,-1.549,-0.438,-0.336
93.3,-0.067,-0.03,0.011,-1.555,0.034,-2.963
124.5,-0.018,-0.01,-0.016,-1.558,-0.056,-2.939
88.6,-0.006,0.015,-0.03,-1.489,-0.049,1.725
82.1,-0.027,0.021,-0.01,-1.623,-0.012,0.229
84.3,-0.03,0.006,-0.022,-1.543,-0.011,1.769
106.7,-0.036,0.014,0.055,-1.562,-0.017,-2.728
94.1,0.011,-0.008,-0.011,-1.505,-0.035,1.595
73.4,-0.02,0.031,0.022,-1.573,-0.019,3.011
83,-0.028,0.026,-0.017,-1.531,0.023,-0.063
81.8,0.01,0.006,-0.02,-1.54,-0.012,-1.612
110.3,0.027,-0.01,-0.055,-1.575,0.024,-0.813
88.5,-0.02,0.021,-0.002,-1.562,-0.039,-0.033
135.4,-0.049,-0.34,-0.124,-1.608,-0.312,-0.402
99.5,0.002,0.007,0.031,-1.554,0.008,-0.857
114.4,0.003,0.025,-0.025,-1.503,0.017,0.146
89.4,-0.013,-0.044,0.056,-1.559,0.049,-1.323
92,-0.011,0.023,0.017,-1.613,0.009,-0.072
97.1,-0.08,0.011,-0.022,-1.577,0.012,0.076
96.8,-0.01,0.008,-0.021,-1.572,0.004,-0.101
96.1,-0.058,0.007,0.001,-1.558,0.002,-2.459
113.3,0.026,-0.002,-0.027,-1.542,0.034,2.565
114.7,-0.047,0.026,-0.066,-1.558,-0.016,-0.484
107.3,0.011,0.007,0.019,-1.552,0.023,1.824
148,0.015,-0.009,-0.06,-1.552,-0.006,-2.437
97.6,0.001,0.017,-0.008,-1.527,-0.017,-1.403
123.3,-0.009,0.029,-0.075,-1.577,-0.071,2.562
122.6,-0.01,0,-0.011,-1.568,-0.043,2.452
117,-0.003,-0.025,-0.033,-1.546,-0.033,-2.803
90.3,-0.008,0.002,-0.017,-1.51,-0.022,0.547
94,-0.018,-0.004,-0.002,-1.582,-0.019,-2.931
131.2,0.103,-0.012,0.043,-1.593,0.06,2.735
92.7,-0.016,-0.009,0.058,-1.555,-0.003,-0.878
94.3,-0.016,0.033,0.003,-1.511,-0.021,-1.682
92.2,-0.006,0.009,-0.001,-1.589,0.004,-3.065
108.4,-0.006,-0.026,-0.006,-1.543,-0.012,-1.633
87.8,0.022,0.007,-0.006,-1.605,-0.076,-0.029
91.3,0.018,-0.014,-0.015,-1.514,-0.088,-1.939
87.9,0.003,-0.024,0.01,-1.548,-0.003,0.663
87.1,-0.013,-0.054,0.005,-1.573,0.006,0.576
108.9,-0.021,0,-0.007,-1.551,0.01,0.034
68.2,-0.024,-0.135,-0.073,-1.634,0.172,1.077
79.2,0.01,-0.003,0.021,-1.647,0.013,0.143
88.8,-0.015,-0.042,0.005,-1.649,0.036,2.172
78.4,0.003,0.017,0.022,-1.571,-0.01,-0.241
98,-0.022,-0.003,0.034,-1.544,0.001,-1.955
97.1,-0.006,-0.021,0.003,-1.592,0.016,-1.385
82.8,-0.005,-0.003,-0.005,-1.577,0.046,0.165
90,-0.019,-0.035,0.004,-1.565,-0.026,-2.802
101.9,0.013,-0.004,-0.093,-1.629,-0.093,-1.024
28.1,-0.032,0.011,0.009,-1.366,-0.001,1.8
102.2,-0.029,-0.027,-0.001,-1.547,-0.032,1.753
86.5,-0.044,0.042,0.016,-1.532,0.017,-2.846
93.2,0.004,0.008,-0.011,-1.498,-0.032,0.896
68.6,0.014,-0.014,-0.003,-1.531,-0.015,-0.079
101.9,0.023,0.017,0.009,-1.522,-0.009,0.828
86.9,-0.024,-0.008,0.05,-1.565,-0.045,1.665
97.8,0.005,-0.009,0.024,-1.565,-0.027,1.731
122.6,-0.027,0.002,0.001,-1.558,-0.015,2.608
83.5,-0.009,0.008,-0.006,-1.545,-0.068,-1.31
118,0.001,0.009,-0.056,-1.564,-0.026,-2.444
118.1,0.034,-0.024,-0.038,-1.554,0.027,2.809
53.9,-0.039,-0.008,-0.025,-1.603,0.231,0.718
86,-0.041,0.019,0.006,-1.535,-0.033,-3.014
89.7,-0.011,0.006,-0.03,-1.579,-0.009,-0.604
87.8,-0.038,-0.029,-0.021,-1.509,0.025,0.041
86.4,-0.024,-0.023,-0.017,-1.592,0.004,0.047
106.8,-0.012,-0.013,-0.001,-1.612,-0.062,-0.181
98.4,-0.02,-0.093,-0.01,-1.507,0.009,-0.496
105.2,-0.02,-0.008,-0.013,-1.55,-0.019,-1.319
84.8,-0.009,-0.015,-0.006,-1.562,0.019,1.329
88.9,0.026,-0.027,0.001,-1.552,0.024,0.076
118.3,0.03,0.034,0.031,-1.579,-0.032,0.44
89.8,-0.005,-0.022,0.006,-1.516,-0.013,0.559
91.2,-0.023,0.02,-0.021,-1.538,0.002,-1.46
58,-0.007,0.001,-0.021,-1.522,0.033,-1.182
92.9,-0.041,0.004,0.003,-1.582,-0.046,-2.882
